Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects
45+,Dry,Dry to Normal,No,Sun Tan,General,Alpha Arbutin + Licorice Extract + Vitamin C,10% + 1% + 8%,"Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
45+,Dry,Dry to Normal,No,Whiteheads / Blackheads,General,Niacinamide + Glycolic Acid + Willow Bark Extract,3% + 2% + 1%,"Reduces inflammation and regulates sebum, Exfoliates dead skin cells and smooths skin, Naturally exfoliates and clears pores"
45+,Dry,Dry to Normal,No,Wrinkles,General,Retinol + Niacinamide + Coenzyme Q10,2% + 1% + 5%,"Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair"
45+,Dry,Extreme Dry,Yes,Acne,Comedonal,Salicylic Acid + Niacinamide + Green Tea Extract,2% + 1% + 10%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
45+,Dry,Extreme Dry,Yes,Acne,Inflammatory,Zinc PCA + Salicylic Acid + Azelaic Acid,2% + 3% + 5%,"Controls sebum production, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
45+,Dry,Extreme Dry,Yes,Acne,Nodular,Azelaic Acid + Green Tea Extract + Niacinamide,10% + 5% + 0.5%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
45+,Dry,Extreme Dry,Yes,Acne,Cystic,Zinc PCA + Green Tea Extract + Azelaic Acid,1% + 2% + 8%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
45+,Dry,Extreme Dry,Yes,Dark Circles,Pigmented,Licorice Extract + Hyaluronic Acid + Vitamin K,3% + 2% + 1%,"Lightens dark spots and evens skin tone, Hydrates and plumps the skin, Improves blood circulation under eyes"
45+,Dry,Extreme Dry,Yes,Dark Circles,Vascular,Vitamin C + Hyaluronic Acid + Caffeine,5% + 1% + 8%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Reduces puffiness and improves circulation"
45+,Dry,Extreme Dry,Yes,Dark Spots,General,Niacinamide + Kojic Acid + Licorice Extract,2% + 5% + 3%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
45+,Dry,Extreme Dry,Yes,Dullness,General,Vitamin C + Niacinamide + Hyaluronic Acid,3% + 5% + 10%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
45+,Dry,Extreme Dry,Yes,Hyperpigmentation,General,Vitamin C + Niacinamide + Tranexamic Acid,10% + 0.5% + 8%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
45+,Dry,Extreme Dry,Yes,Open Pores,General,Green Tea Extract + Salicylic Acid + Azelaic Acid,3% + 0.5% + 10%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
45+,Dry,Extreme Dry,Yes,Redness,General,Niacinamide + Centella Asiatica + Green Tea Extract,1% + 10% + 3%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
45+,Dry,Extreme Dry,Yes,Sun Tan,General,Alpha Arbutin + Aloe Vera + Niacinamide,0.5% + 3% + 8%,"Reduces hyperpigmentation and dark spots, Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum"
45+,Dry,Extreme Dry,Yes,Whiteheads / Blackheads,General,Zinc PCA + Niacinamide + Salicylic Acid,1% + 5% + 8%,"Controls sebum production, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
45+,Dry,Extreme Dry,Yes,Wrinkles,General,Niacinamide + Coenzyme Q10 + Retinol,2% + 0.5% + 5%,"Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles"
45+,Dry,Extreme Dry,No,Acne,Comedonal,Zinc PCA + Azelaic Acid + Benzoyl Peroxide,10% + 3% + 2%,"Controls sebum production, Reduces acne and improves skin texture, Kills acne-causing bacteria"
45+,Dry,Extreme Dry,No,Acne,Inflammatory,Niacinamide + Benzoyl Peroxide + Zinc PCA,8% + 0.5% + 2%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Controls sebum production"
45+,Dry,Extreme Dry,No,Acne,Nodular,Zinc PCA + Salicylic Acid + Niacinamide,5% + 10% + 2%,"Controls sebum production, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
45+,Dry,Extreme Dry,No,Acne,Cystic,Niacinamide + Salicylic Acid + Green Tea Extract,3% + 5% + 8%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
45+,Dry,Extreme Dry,No,Dark Circles,Pigmented,Vitamin K + Caffeine + Vitamin C,8% + 0.5% + 10%,"Improves blood circulation under eyes, Reduces puffiness and improves circulation, Brightens skin and reduces pigmentation"
45+,Dry,Extreme Dry,No,Dark Circles,Vascular,Vitamin K + Niacinamide + Hyaluronic Acid,10% + 0.5% + 5%,"Improves blood circulation under eyes, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
45+,Dry,Extreme Dry,No,Dark Spots,General,Alpha Arbutin + Niacinamide + Kojic Acid,0.5% + 1% + 2%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration"
45+,Dry,Extreme Dry,No,Dullness,General,Vitamin C + Green Tea Extract + Lactic Acid,2% + 8% + 0.5%,"Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance"
45+,Dry,Extreme Dry,No,Hyperpigmentation,General,Alpha Arbutin + Tranexamic Acid + Vitamin C,8% + 5% + 2%,"Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Brightens skin and reduces pigmentation"
45+,Dry,Extreme Dry,No,Open Pores,General,Azelaic Acid + Salicylic Acid + Clay,3% + 0.5% + 2%,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores"
45+,Dry,Extreme Dry,No,Redness,General,Aloe Vera + Green Tea Extract + Centella Asiatica,5% + 2% + 1%,"Soothes and hydrates irritated skin, Provides antioxidant and anti-inflammatory benefits, Soothes irritation and repairs skin barrier"
45+,Dry,Extreme Dry,No,Sun Tan,General,Alpha Arbutin + Niacinamide + Licorice Extract,8% + 1% + 5%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
45+,Dry,Extreme Dry,No,Whiteheads / Blackheads,General,Salicylic Acid + Zinc PCA + Glycolic Acid,0.5% + 2% + 3%,"Unclogs pores and removes excess oil, Controls sebum production, Exfoliates dead skin cells and smooths skin"
45+,Dry,Extreme Dry,No,Wrinkles,General,Peptides + Coenzyme Q10 + Hyaluronic Acid,3% + 0.5% + 2%,"Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair, Hydrates and plumps the skin"
45+,Oily,Oily to Normal,Yes,Acne,Comedonal,Azelaic Acid + Salicylic Acid + Green Tea Extract,2% + 5% + 10%,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Oily to Normal,Yes,Acne,Inflammatory,Zinc PCA + Salicylic Acid + Benzoyl Peroxide,1% + 5% + 2%,"Controls sebum production, Unclogs pores and removes excess oil, Kills acne-causing bacteria"
45+,Oily,Oily to Normal,Yes,Acne,Nodular,Zinc PCA + Niacinamide + Azelaic Acid,10% + 5% + 0.5%,"Controls sebum production, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
45+,Oily,Oily to Normal,Yes,Acne,Cystic,Green Tea Extract + Niacinamide + Azelaic Acid,0.5% + 5% + 8%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
45+,Oily,Oily to Normal,Yes,Dark Circles,Pigmented,Vitamin C + Caffeine + Licorice Extract,3% + 5% + 2%,"Brightens skin and reduces pigmentation, Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone"
45+,Oily,Oily to Normal,Yes,Dark Circles,Vascular,Caffeine + Vitamin K + Hyaluronic Acid,1% + 3% + 5%,"Reduces puffiness and improves circulation, Improves blood circulation under eyes, Hydrates and plumps the skin"
45+,Oily,Oily to Normal,Yes,Dark Spots,General,Niacinamide + Kojic Acid + Alpha Arbutin,2% + 8% + 5%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots"
45+,Oily,Oily to Normal,Yes,Dullness,General,Niacinamide + Hyaluronic Acid + Vitamin C,8% + 2% + 1%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
45+,Oily,Oily to Normal,Yes,Hyperpigmentation,General,Niacinamide + Alpha Arbutin + Tranexamic Acid,5% + 2% + 3%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation"
45+,Oily,Oily to Normal,Yes,Open Pores,General,Green Tea Extract + Azelaic Acid + Salicylic Acid,0.5% + 8% + 5%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
45+,Oily,Oily to Normal,Yes,Redness,General,Centella Asiatica + Green Tea Extract + Chamomile Extract,3% + 5% + 0.5%,"Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits, Calms redness and irritation"
45+,Oily,Oily to Normal,Yes,Sun Tan,General,Licorice Extract + Niacinamide + Alpha Arbutin,10% + 8% + 3%,"Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
45+,Oily,Oily to Normal,Yes,Whiteheads / Blackheads,General,Willow Bark Extract + Niacinamide + Salicylic Acid,3% + 8% + 1%,"Naturally exfoliates and clears pores, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
45+,Oily,Oily to Normal,Yes,Wrinkles,General,Retinol + Hyaluronic Acid + Niacinamide,0.5% + 1% + 2%,"Stimulates collagen production and reduces wrinkles, Hydrates and plumps the skin, Reduces inflammation and regulates sebum"
45+,Oily,Oily to Normal,No,Acne,Comedonal,Niacinamide + Green Tea Extract + Azelaic Acid,5% + 3% + 10%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
45+,Oily,Oily to Normal,No,Acne,Inflammatory,Azelaic Acid + Benzoyl Peroxide + Salicylic Acid,3% + 10% + 2%,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Unclogs pores and removes excess oil"
45+,Oily,Oily to Normal,No,Acne,Nodular,Niacinamide + Azelaic Acid + Green Tea Extract,8% + 5% + 2%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Oily to Normal,No,Acne,Cystic,Salicylic Acid + Benzoyl Peroxide + Azelaic Acid,3% + 10% + 2%,"Unclogs pores and removes excess oil, Kills acne-causing bacteria, Reduces acne and improves skin texture"
45+,Oily,Oily to Normal,No,Dark Circles,Pigmented,Vitamin C + Hyaluronic Acid + Niacinamide,3% + 0.5% + 5%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Reduces inflammation and regulates sebum"
45+,Oily,Oily to Normal,No,Dark Circles,Vascular,Vitamin K + Hyaluronic Acid + Vitamin C,10% + 1% + 3%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
45+,Oily,Oily to Normal,No,Dark Spots,General,Vitamin C + Kojic Acid + Licorice Extract,10% + 0.5% + 1%,"Brightens skin and reduces pigmentation, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
45+,Oily,Oily to Normal,No,Dullness,General,Niacinamide + Hyaluronic Acid + Green Tea Extract,5% + 2% + 0.5%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Oily to Normal,No,Hyperpigmentation,General,Tranexamic Acid + Alpha Arbutin + Licorice Extract,0.5% + 8% + 5%,"Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
45+,Oily,Oily to Normal,No,Open Pores,General,Azelaic Acid + Niacinamide + Clay,8% + 10% + 0.5%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Absorbs excess oil and tightens pores"
45+,Oily,Oily to Normal,No,Redness,General,Chamomile Extract + Aloe Vera + Centella Asiatica,1% + 0.5% + 10%,"Calms redness and irritation, Soothes and hydrates irritated skin, Soothes irritation and repairs skin barrier"
45+,Oily,Oily to Normal,No,Sun Tan,General,Alpha Arbutin + Niacinamide + Aloe Vera,10% + 0.5% + 2%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin"
45+,Oily,Oily to Normal,No,Whiteheads / Blackheads,General,Salicylic Acid + Glycolic Acid + Willow Bark Extract,10% + 8% + 0.5%,"Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Naturally exfoliates and clears pores"
45+,Oily,Oily to Normal,No,Wrinkles,General,Retinol + Peptides + Hyaluronic Acid,5% + 8% + 2%,"Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness, Hydrates and plumps the skin"
45+,Oily,Extreme Oily,Yes,Acne,Comedonal,Salicylic Acid + Niacinamide + Zinc PCA,2% + 10% + 1%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Controls sebum production"
45+,Oily,Extreme Oily,Yes,Acne,Inflammatory,Azelaic Acid + Green Tea Extract + Niacinamide,2% + 5% + 8%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,Yes,Acne,Nodular,Green Tea Extract + Salicylic Acid + Niacinamide,1% + 0.5% + 5%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,Yes,Acne,Cystic,Azelaic Acid + Benzoyl Peroxide + Zinc PCA,0.5% + 8% + 3%,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Controls sebum production"
45+,Oily,Extreme Oily,Yes,Dark Circles,Pigmented,Caffeine + Hyaluronic Acid + Niacinamide,8% + 3% + 0.5%,"Reduces puffiness and improves circulation, Hydrates and plumps the skin, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,Yes,Dark Circles,Vascular,Vitamin C + Vitamin K + Caffeine,2% + 0.5% + 10%,"Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Reduces puffiness and improves circulation"
45+,Oily,Extreme Oily,Yes,Dark Spots,General,Kojic Acid + Alpha Arbutin + Vitamin C,3% + 10% + 0.5%,"Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
45+,Oily,Extreme Oily,Yes,Dullness,General,Lactic Acid + Green Tea Extract + Niacinamide,5% + 3% + 10%,"Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,Yes,Hyperpigmentation,General,Niacinamide + Tranexamic Acid + Alpha Arbutin,0.5% + 5% + 10%,"Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots"
45+,Oily,Extreme Oily,Yes,Open Pores,General,Clay + Salicylic Acid + Azelaic Acid,8% + 10% + 5%,"Absorbs excess oil and tightens pores, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
45+,Oily,Extreme Oily,Yes,Redness,General,Niacinamide + Aloe Vera + Green Tea Extract,10% + 3% + 1%,"Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Extreme Oily,Yes,Sun Tan,General,Aloe Vera + Vitamin C + Licorice Extract,10% + 5% + 1%,"Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
45+,Oily,Extreme Oily,Yes,Whiteheads / Blackheads,General,Glycolic Acid + Salicylic Acid + Zinc PCA,2% + 8% + 3%,"Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil, Controls sebum production"
45+,Oily,Extreme Oily,Yes,Wrinkles,General,Retinol + Peptides + Coenzyme Q10,1% + 10% + 5%,"Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
45+,Oily,Extreme Oily,No,Acne,Comedonal,Zinc PCA + Green Tea Extract + Salicylic Acid,0.5% + 2% + 8%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
45+,Oily,Extreme Oily,No,Acne,Inflammatory,Zinc PCA + Niacinamide + Green Tea Extract,2% + 8% + 10%,"Controls sebum production, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Extreme Oily,No,Acne,Nodular,Green Tea Extract + Azelaic Acid + Zinc PCA,1% + 3% + 8%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Controls sebum production"
